abstract_en	authors	id	journal	journal_en	keywords_en	response_url	title	title_en
"China is facing the serious situation of 2019-novel coronavirus(2019-nCoV) infection. The health care institutions have actively participated in the prevention, diagnosis, and treatment of the disease. Proper regulation of inhospital policy may help control virus spreading. We developed seven key clinical questions about the prevention and control of 2019-novel coronavirus infection in hospital, and provided recommendations based on the best available evidence and expert experience. We interpreted the recommendations for better feasibility in Chinese hospital. The current recommendations provide evidence and reference for the domestic medical institutions to reasonably adjust the hospital workflow during 2019-nCoV infection period.."	李舍予;黄文治;廖雪莲;李典典;杜凌遥;宋佳佳;周毅武;赵淑珍;王颖;曹晓翼;王晶;刘佳利;王雨宁;朱仕超;李玲;郝秋奎;宗志勇;孙鑫;李为民	154	中国循证医学杂志	Chinese Journal of Evidence-Based Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/51.1656.r.20200204.1640.004.html	新型冠状病毒感染医院内防控的华西紧急推荐	Disease control of 2019 novel coronavirus infection in hospital: West China urgent recommendation
"Objectives To estimate the basic reproduction number of the novel coronavirus(2019-nCoV)and to provide the support to epidemic preparedness and response. Methods Based on the susceptible–exposed–infected–removed(SEIR) compartment model and the assumption that the infection cases with symptoms occurred before January 26, 2020 were resulted from free propagation without intervention, we estimated the basic reproduction number of 2019-nCoV according to the reported confirmed cases and suspected cases, as well as theoretical estimated number of infected cases by other research teams, together with some epidemiological determinants learned from the severe acute respiratory syndrome. Results The basic reproduction number fall between 2.8 to 3.3 by using the real-time reports on the number of 2019-nCoV infected cases from People’s Daily in China, and fall between 3.2 and 3.9 on the basis of the predicted number of infected cases from international colleagues. Conclusions The early transmission ability of 2019-nCoV is close to or slightly higher than SARS. It is a controllable disease with moderate-high transmissibility. Timely and effective control measures are able to quickly reduce further transmission."	周涛;刘权辉;杨紫陌;廖敬仪;杨可心;白薇;吕欣;张伟	149	中国循证医学杂志	Chinese Journal of Evidence-Based Medicine	2019 novel coronavirus(2019-nCoV); Basic reproduction number; Epidemiology;	http://new.oversea.cnki.net/kcms/detail/51.1656.r.20200204.1640.002.html	新型冠状病毒感染肺炎基本再生数的初步预测	Preliminary prediction of the basic reproduction number of the novel coronavirus 2019-nCoV
N/A	冯梅;张焱林;宋志芳;谢莉;张耀之;何国庆;江雪;冯佩璐;银玲;蔡琳;吴孝文;漆贵华;彭云耀;张茂杰;罗凤鸣;吴小玲;龚殊;蒋艳	339	中国呼吸与危重监护杂志	Chinese Journal of Respiratory and Critical Care Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/51.1631.R.20200210.2248.008.html	华西医院新型冠状病毒感染肺炎诊治一线医疗队武汉驻地内部管理	N/A
N/A	吴一波;刘哲峰;施琳玲	1018	中国医学伦理学	Chinese Medical Ethics	N/A	http://new.oversea.cnki.net/kcms/detail/61.1203.R.20200224.1453.004.html	抗击新型冠状病毒肺炎疫情健康传播伦理共识	N/A
N/A	葛慧青;代冰;徐培峰;段开亮;夏金根;段均;张伟;倪忠;王胜昱;陆蓉莉;陈荣昌;罗凤鸣;梁宗安	342	中国呼吸与危重监护杂志	Chinese Journal of Respiratory and Critical Care Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/51.1631.R.20200210.2248.002.html	新型冠状病毒肺炎患者呼吸机使用感控管理专家共识	N/A
N/A	冯梅;吴颖;吴小玲;朱晶;张焱林;宋志芳;谢莉;张耀之;何国庆;江雪;冯佩璐;银玲;蔡琳;吴孝文;漆贵华;彭云耀;张茂杰	338	中国呼吸与危重监护杂志	Chinese Journal of Respiratory and Critical Care Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/51.1631.R.20200210.2248.006.html	新型冠状病毒肺炎一线支援医疗队护理团队建设	N/A
"Corona Virus Disease 2019 has made us see the doctor-patient destiny community in an exceptional state,prompting us to reflect on the doctor-patient relationship.In the history of philosophy,Karl Theodor Jaspers put forward the concept of doctor-patient destiny community when discussing the doctor-patient relationship.This concept clarified the original facts of the doctor-patient relationship.From this,market failure and the alienation of doctor-patient relationship in the medical system can be reflected.And it is pointed out that the medical reform should institutionally safeguard the relationship of doctor-patient destiny community.The concept of doctor-patient destiny community also means acknowledging the limits of modernity and returning to the view of disease and life and death in harmony with nature."	余明锋	1026	中国医学伦理学	Chinese Medical Ethics	Doctor-Patient Destiny Community; Doctor-patient Relationship; Market Failure; COVID-19;	http://new.oversea.cnki.net/kcms/detail/61.1203.R.20200222.1802.002.html	医患命运共同体何以可能——从新型冠状病毒肺炎谈起	How to Realize the Doctor-patient Destiny Community:Start with the COVID-19
N/A	倪忠;罗凤鸣;王吉梅;刘婷婷;张婷夏;杨薇;王乙茹;徐智;张伟;王胜昱;代冰;李洁;葛慧青;梁宗安	197	中国呼吸与危重监护杂志	Chinese Journal of Respiratory and Critical Care Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/51.1631.r.20200206.1211.002.html	针对新型冠状病毒感染患者的雾化吸入治疗的建议	N/A
N/A	伏籽桥;刘焱斌;尹万红;王业;刘涛;胡少平;王博;付思云;刘若阳;罗凤鸣	341	中国呼吸与危重监护杂志	Chinese Journal of Respiratory and Critical Care Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/51.1631.R.20200210.2248.004.html	关于呼吸道新型冠状病毒感染疾病名称及临床诊断的思考	N/A
"It is crucial that conducting high quality research to improve the control and response to the 2019-nCoV Public Health Emergency, assure the health and safety of public. However, ethical concerns also raised for conducting such research. Based on the three core values, including equal respect, helping reduce suffering and Fairness, proposed by the Nuffield Council of Bioethics in UK, this article outlined that priority-setting of the 2019-nCoV emergency research topics should be considered seriously, research protocol should take into account of the feasibility and scientific validity, publication and dissemination of the research findings should be compliance with research integrity requirement, more attention should be paid to their impact on clinical guidelines and public health practice applications. Furthermore, this article calls for all stakeholders working together to set up a network that could expedite the new drug or vaccine development with quality and efficiency. At the same time, IRBs are encouraged to optimize their policy-making and resource platform construction to provide better service of ethical review to investigators."	张海洪	413	中国医学伦理学	Chinese Medical Ethics	N/A	http://new.oversea.cnki.net/kcms/detail/61.1203.R.20200212.1523.002.html	新冠病毒肺炎突发公共卫生事件相关研究的伦理思考	Ethical Reflections for Conducting 2019-nCoV Related-Research During the Public Health Emergency
"Since December 2019, a new type of coronavirus pneumonia outbreak(2019-nCoV) has occurred in Wuhan, Hubei Province, and the epidemic situation has continued to spread. Such cases have also been found in other parts of the country and abroad. The spread of the new coronavirus(2019-nCoV) pneumonia epidemic has brought great challenges to the clinical practice of thoracic surgery. Outpatient clinics need to strengthen the differential diagnosis of ground glass opacity and pulmonary plaque shadows. During the epidemic, surgical indications are strictly controlled, and elective surgery is postponed. Patients planning to undergo a limited period of surgery should be quarantined for 2 weeks and have a negative nucleic acid test before surgery can be performed. For patients who are planning to undergo emergency surgery, nucleic acid testing should be carried out before surgery, and three-level protection should be performed during surgery. Surgical disinfection and isolation measures should be strictly carry out. Among postoperative patients, cases with new coronavirus infection were actively investigated. For the rescue of patients with new type of coronavirus infection, attention needs to be paid to prevention and treatment and related complications, including mechanical ventilation-related pneumothorax or mediastinal emphysema, and injury after tracheal intubation."	谢冬;王思桦;姜格宁;朱余明;张雷;徐志飞;陈克能;葛棣;谭黎杰;陈晓峰;李鹤成;吴创炎;童松;刘峥;丁祥超;陈玖玲;程超;王海峰;陈昶	336	中国胸心血管外科临床杂志	Chinese Journal of Clinical Thoracic and Cardiovascular Surgery	2019 novel coronavirus(2019-nCoV) infection; thoracic surgery; outpatient clinics;	http://new.oversea.cnki.net/kcms/detail/51.1492.R.20200211.1438.002.html	新型冠状病毒肺炎疫情下胸外科面临的挑战与对策	Challenges and countermeasures of thoracic surgery in the epidemic of new coronavirus pneumonia
